"transcript","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37"
"NM_001003652",4,4,10,3,1,1,5,1,6,4,2,1,2,4,6,1,4,2,1,1,2,9,4,2,8,3,1,3,2,5,12,4,1,5,11,8,2
"TCONS_l2_00030387",1,0,3,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1,1,0
"ENST00000527372.1",0,1,3,0,1,1,0,1,1,1,1,1,0,0,1,2,1,1,1,2,0,2,0,2,1,0,0,0,2,0,0,0,1,1,1,2,0
"NM_134268",1,1,0,1,0,0,1,0,0,2,0,1,0,0,0,2,0,1,1,0,1,3,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0
"ENST00000216877.6",0,0,1,0,1,2,2,3,2,1,0,0,1,2,1,1,2,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,0,3,5,4,0
"ENST00000484888.1",1,2,3,4,1,2,1,1,1,3,3,2,1,2,4,1,2,1,3,2,1,3,2,1,1,1,1,4,1,6,3,5,3,2,7,2,0
"ENST00000313899.7",2,8,10,5,4,0,2,2,4,2,2,5,4,5,8,2,4,1,2,2,8,8,3,2,7,3,4,1,2,4,5,6,6,7,23,16,2
"ENST00000304842.5",1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,6,1,0,2,0,2,0,3,1,1,1,1,1,5,1,1,1,3,2,1,1
"ENST00000397269.3",1,1,2,0,1,0,0,1,2,2,0,0,1,2,2,1,1,2,0,4,1,5,1,0,1,1,0,2,0,1,1,3,3,4,10,2,2
"ENST00000534127.1",0,0,1,3,1,0,0,0,0,2,2,0,1,1,1,2,0,0,2,0,0,3,3,4,0,1,1,0,1,1,1,0,0,0,5,2,1
"ENST00000268379.4",1,1,10,6,4,1,8,3,3,6,2,4,11,8,6,8,2,4,3,3,3,36,5,9,5,3,4,2,4,4,14,11,6,8,29,10,2
"ENST00000393500.3",0,0,1,2,0,0,1,1,0,1,0,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,2,1
"ENST00000337702.4",2,3,8,8,5,1,9,5,9,7,1,3,2,4,11,7,1,5,6,6,4,25,9,7,7,2,1,2,2,5,5,6,9,12,21,9,5
"ENST00000346128.6",0,3,1,1,0,1,1,0,0,0,0,1,1,1,1,2,2,1,0,1,0,6,2,1,1,0,1,1,0,0,1,1,1,1,1,2,0
"ENST00000370152.3",1,1,3,1,2,1,1,3,1,1,3,1,3,2,3,1,1,1,0,1,0,2,1,1,4,3,1,0,1,1,2,2,2,1,2,1,1
"NM_173812",2,1,3,0,2,1,2,1,1,1,2,2,5,1,5,2,1,1,2,1,1,4,1,2,1,3,1,3,3,2,9,4,1,1,5,3,1
"NM_173814",0,1,1,1,4,1,3,2,5,1,1,2,1,1,1,4,1,1,3,1,5,1,3,2,1,1,2,1,1,1,1,1,1,2,3,2,0
"ENST00000246957.5",0,0,2,0,1,1,2,0,0,2,1,0,2,2,1,1,3,2,1,1,3,0,0,3,2,0,1,0,0,6,0,4,1,5,15,5,4
"ENST00000263545.6",0,3,3,2,2,0,3,1,3,3,1,4,6,1,7,1,1,1,2,2,2,6,1,5,2,5,1,2,6,6,6,3,2,8,10,2,2
"NM_001099432",3,2,2,1,5,4,5,4,3,1,3,1,2,1,1,1,8,3,2,12,5,1,5,6,3,2,1,2,2,4,3,1,1,3,2,9,6
"NM_001099436",1,4,1,3,1,6,4,1,1,3,3,1,2,5,1,4,1,6,5,2,7,1,8,1,1,5,1,1,4,3,1,2,1,1,3,1,1
"ENST00000360150.4",0,3,4,3,1,0,1,1,2,0,1,1,1,3,1,2,4,1,0,2,1,1,3,2,3,1,4,1,2,2,2,1,2,4,2,0,0
"ENST00000261486.5",2,1,1,7,4,2,8,1,5,4,2,3,4,7,6,5,4,3,3,3,2,8,3,6,2,3,2,3,6,8,8,9,3,5,15,6,5
"ENST00000505878.1",1,2,1,4,2,1,1,0,3,1,1,1,2,1,2,1,2,2,0,2,0,9,2,2,2,1,0,0,4,2,1,3,2,5,4,5,1
"NM_001243332",0,0,4,2,1,1,0,0,0,0,1,1,2,0,1,2,1,0,3,1,2,1,2,1,2,1,0,2,0,1,1,0,0,2,2,1,3
"NM_001244666",1,1,1,1,2,8,1,1,2,1,1,2,2,0,1,2,1,2,2,2,0,1,2,1,3,1,2,2,2,0,2,1,0,1,1,1,0
"ENST00000418115.1",0,0,2,1,1,1,1,0,0,2,0,1,0,1,1,2,1,1,1,0,1,3,1,2,3,1,3,1,1,0,4,1,1,1,4,3,0
"ENST00000367296.4",1,4,7,7,1,2,3,4,4,2,2,3,6,7,9,12,2,9,7,4,8,2,7,1,1,1,3,1,8,4,1,8,11,8,1,10,1
"ENST00000454782.2",3,5,9,6,7,1,5,1,4,1,1,3,3,3,6,8,4,3,7,1,4,7,2,3,4,8,4,1,4,2,6,1,8,7,16,15,6
"ENST00000339266.5",1,2,7,5,3,1,6,1,3,4,1,5,2,4,6,4,3,5,2,1,1,12,2,8,4,5,4,2,2,5,5,2,2,3,10,6,1
"ENST00000369320.1",0,0,0,1,0,0,2,0,1,1,1,0,0,1,1,1,1,1,1,0,2,1,2,1,0,0,0,0,0,1,0,4,0,1,1,1,0
"ENST00000405977.1",4,4,5,8,2,3,1,3,2,4,1,2,6,1,1,6,2,3,2,2,1,1,3,1,1,1,9,5,5,1,5,2,1,1,8,3,2
"ENST00000518852.1",3,1,2,4,2,1,3,0,1,0,2,2,2,1,3,1,1,0,4,0,1,4,0,1,2,1,1,1,1,4,2,1,4,4,4,2,3
"NM_001146283",7,7,18,14,11,5,14,4,12,8,9,6,16,8,11,12,14,5,3,9,5,20,13,4,9,6,10,4,9,15,12,14,10,13,34,25,7
"NM_001159596",1,2,1,3,0,1,3,1,2,3,1,1,1,1,1,2,3,1,1,2,0,5,2,1,2,1,3,0,2,2,1,2,2,3,3,4,1
"ENST00000460910.1",3,7,14,8,2,5,9,6,3,7,0,4,17,2,13,4,10,4,4,7,5,14,4,7,7,2,5,3,2,9,12,11,4,11,23,11,4
"ENST00000529551.1",1,0,1,2,0,2,1,3,0,2,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
"NM_001172509",0,1,0,1,0,1,1,1,1,0,0,1,2,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0
"NM_001244604",23,37,44,33,52,36,33,16,61,32,23,30,62,20,35,35,30,28,40,40,62,38,33,28,44,25,30,27,22,51,37,42,26,39,46,35,37
"NM_001244606",8,18,50,22,18,15,29,20,31,38,24,24,59,31,28,27,42,15,15,17,19,18,14,37,31,16,11,7,22,45,33,63,14,40,63,45,17
"ENST00000485617.2",1,0,2,2,2,1,0,1,0,3,1,1,4,1,2,3,0,2,0,0,1,2,0,3,2,0,0,0,3,2,1,3,1,2,2,4,0
"ENST00000356357.4",0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,1,1,1,1,2,3,0,0,0,1,0,0,2,1,1,1,2,0
"NM_025179",0,2,1,0,0,1,0,0,2,1,0,0,2,1,3,0,0,0,1,1,0,13,1,1,2,0,2,0,0,0,3,5,0,3,7,4,0
"ENST00000379682.4",1,0,1,2,1,1,0,1,3,2,0,1,3,1,1,1,0,1,0,1,1,0,0,1,2,0,0,0,2,3,2,0,0,3,3,0,0
"NM_025180",3,1,1,3,2,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,3,1,6,1,2
"NM_025181",1,1,2,1,2,1,1,3,2,2,1,2,1,1,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,2,3,3,3,2,6,2,1
"NM_025187",1,1,1,2,0,1,0,0,0,0,0,1,0,1,2,1,1,2,1,1,0,1,0,1,0,1,1,1,0,2,0,1,0,1,3,1,0
"NM_025185",4,1,7,1,1,4,4,4,1,2,4,2,1,4,2,3,5,1,1,3,4,6,3,4,3,1,2,6,2,2,3,6,4,4,15,10,1
"NM_001134296",0,1,2,2,1,0,3,0,0,1,0,0,0,0,2,2,0,1,0,1,3,5,3,0,2,2,2,0,0,0,1,0,3,0,7,5,0
"ENST00000513208.1",2,0,0,3,1,2,1,3,0,1,4,1,4,2,0,1,0,1,1,3,1,2,2,0,0,5,5,4,3,0,4,1,3,1,1,1,0
"TCONS_l2_00030300",0,2,1,2,1,0,0,0,5,0,0,0,0,0,1,1,2,3,2,1,3,1,1,1,0,1,1,0,2,5,0,1,2,0,4,4,1
"ENST00000381007.4",0,0,3,0,0,1,1,1,2,1,1,0,0,1,1,0,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,1,1,2,2,1,0
"ENST00000338785.3",4,7,9,10,17,5,16,9,12,11,4,11,13,8,17,9,26,7,3,6,8,19,11,13,13,7,6,5,7,13,6,14,13,23,16,15,5
"NM_025191",11,1,10,2,1,16,9,1,10,1,12,1,2,5,9,7,2,7,8,8,8,1,1,2,1,1,11,15,1,3,2,4,1,9,1,1,1
"NM_001146274",4,3,11,4,6,0,6,1,2,5,2,1,4,5,10,6,7,5,3,4,5,11,4,11,5,4,4,3,3,10,6,7,4,9,30,20,4
"NM_025190",0,1,1,0,0,0,1,1,1,3,0,0,1,1,1,0,1,0,0,0,2,1,0,2,1,0,0,1,1,2,1,1,3,0,1,2,0
"ENST00000165698.5",1,0,0,1,1,1,1,0,0,0,0,0,0,2,3,0,2,1,0,1,1,4,2,2,2,0,1,0,1,0,2,0,0,1,6,1,0
"NM_025196",2,0,2,2,0,1,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,6,1,1,1,1,1,1,1,1,2,3,0,1,4,6,1
"ENST00000522684.1",3,3,4,4,1,1,1,4,3,3,2,1,2,4,5,5,3,2,4,3,5,9,3,3,4,1,2,2,1,4,4,5,5,4,12,4,2
"NM_001171203",0,3,3,1,2,0,1,0,2,1,1,1,1,0,1,4,5,2,1,0,2,8,2,1,2,1,1,2,0,0,4,1,3,4,4,3,1
"NM_025194",1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,2,1,2,0,0,0,4,4,0,3,0,1,0,0,0,1,1,2,2,1,1,0
"NM_001172418",1,0,3,1,1,2,1,2,0,1,0,1,4,1,3,1,1,2,1,3,2,5,1,2,0,1,1,0,1,1,0,1,2,1,4,1,1
"NM_052897",1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,2,0,3,2,0,1,0,1,0,1,0,3,1,4,0,0
"NM_052896",0,0,0,1,0,0,2,1,1,1,0,0,0,1,2,1,1,0,0,0,1,0,0,1,1,1,2,1,0,0,1,1,0,2,1,1,1
"ENST00000557690.1",3,1,3,1,1,0,0,0,0,1,0,2,0,2,1,1,0,1,1,2,0,2,2,2,0,1,0,0,0,0,2,1,3,3,5,2,0
"NM_052893",1,1,3,2,1,0,2,2,1,1,0,0,2,1,2,1,1,2,1,1,1,1,2,3,2,1,1,0,0,1,1,1,2,1,5,1,1
"NM_013296",0,3,4,5,3,0,2,2,4,1,1,4,4,1,3,3,0,4,2,1,0,15,4,5,2,1,1,2,3,1,1,1,1,2,9,5,1
"NM_001161766",1,1,2,0,1,0,1,1,2,2,1,2,2,1,3,1,1,2,1,1,2,2,1,0,4,0,2,0,1,1,1,0,1,2,7,2,0
"NR_036570",0,0,6,1,3,1,0,0,1,2,1,0,0,1,0,2,0,0,0,1,2,1,1,2,2,1,1,3,2,1,3,4,2,1,6,4,2
"NM_013293",2,1,1,1,1,1,1,4,1,0,1,3,1,0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1
"NM_013291",2,4,10,3,1,3,6,6,4,11,2,6,8,4,5,4,6,4,3,2,5,6,4,6,7,2,5,4,6,9,7,5,1,5,13,8,5
"NR_024596",1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,2,3,1,0,0,0,1,1,0,2,0,2,1,1,1,2,0,0,3,3,3,0
"NR_036569",0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,2,0,2,1,3,2,1,1,1,1,2,1
"NM_001099285",2,1,2,3,2,1,1,4,1,1,1,2,1,3,1,1,1,1,1,0,1,2,1,2,2,1,1,1,1,1,1,3,1,1,5,3,1
"NR_036564",3,1,4,2,1,1,1,2,1,1,3,1,1,2,1,1,3,2,2,3,3,1,1,1,3,1,1,1,1,1,2,1,1,3,8,6,1
"NM_001099289",1,0,3,1,1,1,1,1,2,1,0,3,1,4,1,6,1,1,1,1,1,1,1,1,3,1,1,0,3,3,2,1,2,1,1,1,4
"NM_052888",1,1,2,0,1,0,0,0,2,1,1,1,1,1,0,1,1,1,1,1,0,2,0,0,0,1,0,0,0,1,0,1,2,0,3,0,1
"NR_036565",1,1,3,0,2,1,0,0,1,0,0,1,1,1,3,1,1,0,1,2,0,5,1,2,2,0,0,0,1,1,2,1,1,1,5,6,0
"NM_052885",2,2,0,1,1,0,1,0,2,2,1,1,5,1,2,2,1,0,0,1,1,1,1,1,2,1,1,0,0,2,4,2,2,2,7,3,1
"ENST00000238789.5",1,1,5,1,1,1,1,2,1,2,2,2,2,2,3,2,5,3,2,2,2,2,1,2,1,1,2,2,2,1,6,2,1,3,3,7,2
"ENST00000216267.8",0,1,1,0,1,1,1,0,1,0,0,1,0,1,2,2,2,1,2,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,4,2,0
"NM_001299",3,2,6,4,5,0,1,2,6,4,1,1,0,4,13,3,3,5,6,3,5,11,1,8,8,0,4,1,3,0,2,9,5,10,18,16,2
"NM_052883",0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,2,0,1,0,0
"NM_013285",1,1,3,2,1,1,0,2,1,2,0,1,1,1,1,1,2,1,1,1,1,3,1,1,4,0,1,1,1,1,2,1,0,4,1,1,0
"NM_013284",0,1,3,0,0,1,0,1,0,0,1,1,2,1,0,0,2,2,0,2,0,3,2,1,3,1,2,2,0,2,3,0,3,1,4,0,0
"ENST00000519560.1",1,0,1,1,1,0,1,0,1,1,0,0,0,2,1,0,1,1,1,1,0,1,2,3,5,1,0,1,2,0,0,0,1,4,7,1,2
"NM_013282",1,1,5,4,2,0,2,2,1,2,1,3,4,3,6,3,6,1,8,3,1,3,1,3,3,4,1,3,5,4,6,5,1,5,9,4,2
"ENST00000550831.3",0,0,2,3,0,0,2,4,1,3,1,0,1,3,5,0,1,3,1,2,1,8,1,1,1,1,0,1,0,1,1,3,3,1,5,3,0
"NR_024582",1,7,5,3,5,1,1,2,2,1,3,4,16,4,2,2,5,8,5,3,1,8,3,5,3,1,7,2,6,6,2,3,6,4,10,6,1
"ENST00000436010.2",2,1,3,3,4,1,1,1,2,2,1,6,5,2,6,1,5,4,1,2,1,8,4,1,1,2,2,1,1,5,1,5,3,3,3,7,2
"NM_001099280",0,0,2,2,2,1,3,0,1,2,0,0,1,1,1,2,1,2,0,3,0,2,1,4,2,0,2,0,1,2,1,1,3,1,9,1,0
"NM_001099281",0,2,1,2,1,0,2,0,1,2,0,1,1,1,2,2,1,1,0,2,0,1,1,3,1,0,1,0,1,2,1,1,1,1,6,0,0
"NM_001172435",2,1,2,1,2,2,1,2,4,1,2,3,1,2,1,2,4,0,1,1,2,2,4,3,1,3,1,2,2,1,1,1,1,1,1,1,1
"NM_052879",1,1,2,1,3,68,1,78,24,29,51,414,92,1,2,2,70,1,1,2,20,1,55,2,1,64,1,38,74,1,1,2,1,2,1,3,1
"ENST00000463468.1",2,1,4,1,1,1,2,1,2,1,1,3,1,1,3,3,2,3,1,1,1,1,0,1,5,1,0,0,2,1,1,1,2,3,1,1,6
"NM_052876",2,0,2,1,1,0,1,1,1,2,0,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,6,6,0
"NM_052875",3,0,8,1,2,1,1,1,1,1,1,2,2,1,2,4,2,4,5,1,0,11,1,2,1,2,1,1,2,1,6,1,3,2,5,8,0
"NM_001146108",1,1,1,0,1,0,1,0,1,1,0,1,1,2,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,2,3,2,2
"NM_025265",0,1,2,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,2,1,1,1,1,1
"NM_001099270",4,4,4,3,6,0,2,3,2,1,2,4,4,7,10,1,3,4,5,2,2,10,3,4,5,0,2,3,1,0,7,4,9,7,8,5,2
"ENST00000373030.3",1,1,1,1,1,1,0,1,1,0,1,0,1,1,2,2,1,1,1,0,0,3,1,1,1,2,0,0,1,1,3,1,0,1,1,1,2
"NM_001099271",0,0,2,2,1,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,1,2,0,1,0,1,1,0,1,0,0,0,0,1,2,1,1
"NM_001099269",0,5,2,2,4,0,5,4,3,4,1,4,4,1,1,2,4,2,1,2,4,1,4,3,1,0,2,2,2,3,6,3,2,3,6,1,0
"ENST00000380038.3",1,2,5,1,1,2,2,0,4,2,1,2,3,1,3,3,1,5,2,2,3,10,1,3,3,2,1,1,1,1,2,1,4,6,19,6,1
"NM_052862",0,0,3,1,1,0,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,2,3,1,2,0,0,1,1,1,0,1,1,0,7,3,2
"NM_001146110",1,1,1,5,2,1,1,0,3,1,3,3,4,1,3,1,2,2,1,1,1,6,1,1,3,5,4,1,3,3,5,8,6,6,3,1,1
"NM_001161726",20,14,21,29,11,13,15,13,18,11,12,14,24,11,18,27,24,12,11,20,8,48,13,39,11,12,22,12,11,9,27,18,18,14,36,12,3
"NM_052859",1,1,1,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,2,1,0,0,0,1,1,1,0
"NM_025238",1,4,8,4,3,1,3,2,3,4,2,2,1,3,2,9,1,2,3,3,2,13,2,6,7,1,1,1,1,5,7,7,15,5,6,6,1
"NM_052855",4,9,9,7,3,3,3,1,1,1,5,8,1,4,7,9,0,5,6,6,0,28,3,5,1,1,5,0,4,3,9,5,8,2,10,12,0
"NM_052854",1,1,1,1,1,1,3,2,0,1,1,1,1,1,1,1,1,0,1,0,2,1,3,1,1,1,1,0,3,0,1,0,1,0,1,1,1
"NM_025234",0,0,1,1,1,0,0,0,1,1,0,0,2,0,2,1,2,1,1,1,1,1,1,1,1,0,1,1,0,3,2,1,2,2,1,2,0
"NM_052853",0,0,0,2,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,3,0,0,3,2,0,0,1,2,3,1,1,3,3,1,0
"NM_025235",4,4,7,4,7,3,3,5,2,3,4,4,14,8,6,8,10,5,4,5,5,7,4,4,12,3,2,3,7,3,8,4,6,15,15,9,3
"NM_001161725",4,2,5,2,2,3,2,2,1,2,2,2,3,3,1,4,4,3,3,2,1,8,1,4,3,1,2,2,3,1,5,6,3,3,8,4,0
"NM_013254",1,0,3,3,5,3,4,4,1,0,1,1,1,0,1,3,1,1,1,2,2,1,2,1,1,4,5,3,0,0,3,3,3,2,1,1,0
"NM_014585",2,3,1,2,1,2,2,2,1,0,1,1,3,1,3,1,0,0,1,3,1,5,0,2,3,0,4,3,2,0,5,1,1,1,3,3,1
"NM_014584",1,1,1,3,1,1,1,0,1,2,1,1,0,1,1,2,1,3,2,1,1,1,1,4,2,2,1,0,1,0,3,1,1,1,2,1,0
"NM_052850",0,1,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,2,1,1,2,0,0,1,0,0,0,1,0,1,4,1,2
"NM_014583",0,2,4,1,1,2,4,2,4,4,0,3,2,1,2,0,4,0,2,1,2,4,2,1,2,0,0,1,3,5,2,1,1,4,5,3,1
"NM_001270",1,3,9,6,5,3,9,2,6,6,3,3,8,3,7,6,8,4,2,7,5,10,3,1,7,3,3,3,5,11,9,13,6,10,21,11,5
"NM_001271",1,1,1,15,2,2,1,7,1,1,4,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,4,1,1,2,1,2,2,6,1,1
"NM_014578",3,1,6,0,2,1,1,0,5,3,2,5,2,4,9,6,3,6,1,12,8,10,7,4,8,4,6,4,3,5,11,13,5,12,3,11,2
"NM_001273",635,61,193,659,179,354,1459,771,78,205,365,949,359,260,210,182,212,214,131,378,193,282,291,331,160,346,336,320,314,345,365,289,276,336,193,232,44
"NM_014577",0,1,5,1,3,1,2,1,4,1,1,1,0,3,4,5,4,2,6,2,1,4,1,1,3,1,2,1,2,2,1,1,2,1,11,5,0
"NM_013245",1,0,1,1,1,1,2,1,3,1,1,1,1,1,0,1,2,1,1,1,1,3,1,1,1,1,0,1,1,0,2,1,1,2,1,5,3
"NM_013244",36,43,75,39,31,50,128,116,32,27,21,38,57,63,19,30,57,30,31,79,31,59,46,49,45,36,51,52,29,43,48,45,42,43,26,42,10
"NM_014575",2,5,8,6,6,0,4,4,1,9,1,2,5,4,6,2,1,3,8,3,4,12,2,2,6,3,1,2,5,6,8,5,1,4,11,4,4
"NM_025244",0,2,0,1,1,1,2,0,0,2,1,0,2,1,2,2,0,1,1,1,2,1,1,2,0,0,1,0,0,0,2,3,3,1,3,1,2
"NM_025241",0,0,1,0,2,1,1,2,0,2,1,1,2,1,1,4,1,1,2,1,2,1,0,1,3,0,1,3,1,1,1,1,1,1,2,1,1
"NM_001171137",1,2,1,1,1,1,2,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,2,1,4,2,1,2,2,2,4,1,2,2,1,5
"NM_052844",1,1,1,1,1,0,1,1,1,3,0,1,1,2,2,1,1,1,1,1,2,1,1,3,3,0,0,0,1,0,1,1,1,1,4,1,2
"NM_001254",1,0,1,0,0,1,0,0,1,1,1,1,0,1,3,0,1,2,0,2,1,4,1,0,3,0,1,1,1,1,0,0,0,2,7,5,0
"NM_002585",0,4,1,3,3,2,6,1,2,3,1,0,1,2,4,4,4,3,2,3,1,11,2,9,6,3,1,0,1,5,4,3,1,3,6,6,1
"NM_001255",1,1,5,1,3,1,1,0,0,1,1,1,2,1,0,5,2,2,1,3,1,7,1,2,3,1,2,0,1,1,5,2,6,2,7,10,1
"NM_014572",5,2,1,12,1,3,2,9,1,1,4,8,4,8,9,12,1,1,8,6,2,22,1,1,1,5,1,3,5,2,1,1,5,16,2,1,1
"NM_001256",0,1,1,3,2,0,0,0,1,1,0,1,2,0,6,0,2,1,2,1,0,5,1,3,2,2,1,1,0,3,2,8,0,2,1,0,0
"NM_014570",1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,3,2,1,1,1,1,0,2,4,2,1,1,2,1,1,1,2,1,3,1
"NM_001259",33,38,46,50,39,25,59,43,33,40,22,41,76,44,68,66,68,45,25,46,28,164,58,50,64,35,40,23,32,62,72,88,43,85,117,83,25
"NM_014569",2,1,1,0,0,1,2,0,0,2,0,1,1,1,1,1,0,0,0,2,0,2,2,1,0,1,1,1,0,0,2,1,0,1,3,0,0
"NM_013238",1,4,4,0,4,2,5,2,2,5,3,7,5,4,7,3,4,4,2,5,0,13,1,4,5,1,3,2,1,2,5,3,3,4,17,12,2
"NM_001260",2,0,1,4,1,1,1,1,1,2,1,1,3,1,4,2,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"NM_013237",0,1,0,0,0,0,1,0,0,0,0,1,1,3,2,1,1,1,1,1,0,2,0,1,1,0,1,0,1,0,0,2,1,1,1,3,1
"NM_013236",2,2,6,9,3,1,4,3,8,3,5,2,2,6,1,6,3,2,2,1,4,17,2,5,10,2,3,2,3,5,3,5,15,9,16,15,2
"NM_002592",4,1,1,4,2,4,1,5,1,3,4,2,1,2,1,4,2,1,3,1,2,1,4,3,1,2,1,1,2,3,5,1,6,1,5,5,1
"NM_013235",1,1,3,1,3,1,2,1,1,5,0,4,4,2,2,3,1,1,1,2,4,3,8,6,1,2,3,1,1,1,1,1,1,2,1,1,4
"NM_002593",0,0,1,0,1,0,2,1,0,0,0,0,2,0,1,2,0,0,2,2,1,2,2,2,2,0,0,0,1,1,1,1,1,0,2,1,1
"NM_013234",1,1,1,4,6,1,5,3,2,1,1,3,6,2,3,3,1,3,2,2,1,15,7,1,1,4,0,1,6,2,7,5,1,7,7,5,2
"NM_001263",0,1,0,1,1,1,1,0,1,2,0,0,3,1,2,7,1,1,1,1,1,2,1,3,2,1,0,1,1,2,2,1,0,3,1,1,1
"NM_013233",3,3,13,6,7,2,11,8,9,9,3,8,15,10,8,5,12,7,4,6,7,14,2,13,13,5,4,2,8,10,8,22,2,15,26,13,4
"ENST00000381844.4",2,2,5,2,1,1,5,1,2,5,0,0,2,4,1,3,2,3,2,0,2,11,0,2,5,1,1,1,0,5,3,3,1,4,21,11,4
"NM_015898",0,2,1,1,3,0,0,1,1,1,1,1,0,2,1,2,1,1,0,2,1,4,0,5,4,0,2,1,2,2,2,1,1,2,1,3,3
"NM_025250",0,0,4,0,2,0,1,1,2,1,1,1,0,2,1,1,1,0,2,1,5,3,1,1,3,1,1,1,2,2,1,0,3,4,5,3,0
"NM_025251",0,1,1,0,0,0,2,0,1,1,0,1,0,1,1,1,2,0,3,0,1,1,0,3,1,0,1,0,0,1,0,1,0,0,2,1,0
"ENST00000508515.1",3,1,9,1,3,1,6,0,1,4,0,4,3,7,7,3,1,1,2,5,4,3,1,4,8,2,1,1,4,4,7,7,2,2,9,5,1
"NM_025219",5,1,3,6,3,1,2,2,0,0,1,1,1,3,10,1,3,3,3,6,1,19,1,7,1,4,6,2,3,2,1,1,3,1,5,2,1
"ENST00000375847.3",0,1,0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,2,0,1,0,2,1,4,2,2,0,1,0,1,3,1,2,1,1,1,0
"NM_013276",1,1,1,2,2,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,2,1,1,0,2,0,1,1,1,1,1,1,1,1,2,2
"NM_001287",1,2,4,1,1,0,2,1,1,2,0,1,2,1,2,1,2,3,3,3,1,4,2,0,3,0,1,1,1,4,1,2,4,0,9,4,0
"NM_013275",3,1,1,1,1,2,1,1,1,1,8,1,1,1,28,18,1,10,1,2,1,1,1,1,1,1,11,10,2,1,1,1,2,1,3,1,18
"NM_013272",7,12,38,20,1,7,1,9,27,23,9,5,1,18,20,1,22,1,26,12,1,36,16,2,3,11,4,3,5,30,1,1,17,2,8,1,12
"ENST00000274258.7",2,1,2,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,2,2,2,1,3,2,1
"NM_001293",1,1,2,1,2,0,1,1,1,1,3,1,1,1,4,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0
"NM_013269",7,11,14,12,11,5,13,6,8,16,8,9,21,6,5,13,11,6,12,20,6,28,11,18,10,7,3,3,9,15,22,15,11,16,30,24,5
"NM_001294",0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,6,1,0,4,0,1,1,1,1,0,1,1,1,2,3,0
"NM_014597",0,3,2,0,1,0,1,0,1,0,0,0,1,3,3,3,1,2,1,0,0,4,0,1,0,0,2,0,0,1,1,1,0,1,3,3,0
"NM_025222",4,3,9,11,6,5,4,2,5,3,4,14,6,5,9,20,2,12,6,4,5,42,19,10,12,2,9,1,4,2,13,3,16,8,22,10,4
