circRNA	1_DEL13080_R1_17to51__circRNA.txt	2_DEL13080_R1_17to51__circRNA.txt	3_DEL13080_R1_17to51__circRNA.txt	4_DEL13080_R1_17to51__circRNA.txt	5_DEL13080_R1_17to51__circRNA.txt	6_DEL13080_R1_17to51__circRNA.txt	7_DEL13080_R1_17to51__circRNA.txt	8_DEL13080_R1_17to51__circRNA.txt	9_DEL13080_R1_17to51__circRNA.txt	10_DEL13080_R1_17to51__circRNA.txt	11_DEL13080_R1_17to51__circRNA.txt	12_DEL13080_R1_17to51__circRNA.txt	13_DEL13080_R1_17to51__circRNA.txt	14_DEL13080_R1_17to51__circRNA.txt	15_DEL13080_R1_17to51__circRNA.txt	16_DEL13080_R1_17to51__circRNA.txt	17_DEL13080_R1_17to51__circRNA.txt	18_DEL13080_R1_17to51__circRNA.txt	19_DEL13080_R1_17to51__circRNA.txt	20_DEL13080_R1_17to51__circRNA.txt	21_DEL13080_R1_17to51__circRNA.txt	22_DEL13080_R1_17to51__circRNA.txt	23_DEL13080_R1_17to51__circRNA.txt	24_DEL13080_R1_17to51__circRNA.txt	25_DEL13080_R1_17to51__circRNA.txt	26_DEL13080_R1_17to51__circRNA.txt	27_DEL13080_R1_17to51__circRNA.txt	28_DEL13080_R1_17to51__circRNA.txt	29_DEL13080_R1_17to51__circRNA.txt	30_DEL13080_R1_17to51__circRNA.txt	31_DEL13080_R1_17to51__circRNA.txt	32_DEL13080_R1_17to51__circRNA.txt	33_DEL13080_R1_17to51__circRNA.txt	34_DEL13080_R1_17to51__circRNA.txt	35_DEL13080_R1_17to51__circRNA.txt	36_DEL13080_R1_17to51__circRNA.txt	37_DEL13080_R1_17to51__circRNA.txt	38_DEL13080_R1_17to51__circRNA.txt	39_DEL13080_R1_17to51__circRNA.txt	40_DEL13080_R1_17to51__circRNA.txt	
NM_006243	1.0	1.0	3.0	5.0	4.0	0.0	4.0	2.0	1.0	0.0	3.0	3.0	4.0	5.0	0.0	3.0	4.0	5.0	2.0	3.0	2.0	2.0	2.0	15.0	5.0	3.0	1.0	3.0	1.0	1.0	3.0	4.0	5.0	3.0	1.0	10.0	2.0	4.0	11.0	0.0	
NM_006241	1.0	1.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	5.0	1.0	1.0	5.0	4.0	2.0	1.0	2.0	2.0	2.0	8.0	3.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	1.0	8.0	2.0	5.0	4.0	1.0	
NR_027349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_006246	2.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	
NM_006247	2.0	1.0	2.0	2.0	2.0	1.0	3.0	1.0	5.0	1.0	2.0	0.0	6.0	2.0	5.0	6.0	5.0	6.0	3.0	6.0	2.0	5.0	5.0	2.0	5.0	1.0	2.0	4.0	3.0	3.0	5.0	5.0	8.0	4.0	9.0	1.0	8.0	7.0	5.0	3.0	
NM_032521	1.0	0.0	5.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	7.0	1.0	3.0	3.0	2.0	1.0	5.0	4.0	1.0	2.0	5.0	2.0	2.0	9.0	3.0	1.0	4.0	3.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	3.0	3.0	11.0	6.0	0.0	
NM_006244	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	
NM_032520	2.0	1.0	1.0	3.0	3.0	0.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	6.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	0.0	3.0	6.0	3.0	0.0	
NM_006245	0.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	4.0	0.0	4.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	3.0	0.0	1.0	1.0	0.0	4.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	10.0	1.0	0.0	
ENST00000563406.1	0.0	0.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	0.0	
NM_018216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	
NM_032526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
NM_032525	1.0	5.0	21.0	1.0	2.0	1.0	9.0	4.0	2.0	3.0	1.0	1.0	4.0	3.0	3.0	6.0	12.0	1.0	8.0	6.0	2.0	7.0	1.0	4.0	1.0	1.0	3.0	18.0	4.0	1.0	5.0	2.0	2.0	8.0	1.0	5.0	2.0	1.0	2.0	3.0	
NM_018218	1.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	3.0	1.0	3.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	1.0	
NM_001172702	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	
ENST00000307078.5	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	3.0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	
NR_003370	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ENST00000264538.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_032528	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	
ENST00000493821.1	1.0	0.0	10.0	3.0	1.0	0.0	5.0	5.0	4.0	2.0	8.0	7.0	2.0	5.0	1.0	2.0	5.0	3.0	1.0	2.0	3.0	2.0	6.0	7.0	0.0	6.0	3.0	2.0	1.0	2.0	0.0	3.0	6.0	3.0	5.0	5.0	6.0	8.0	7.0	2.0	
NR_015368	2.0	1.0	1.0	2.0	3.0	1.0	3.0	4.0	2.0	0.0	0.0	1.0	1.0	0.0	4.0	2.0	0.0	4.0	2.0	4.0	1.0	0.0	2.0	4.0	1.0	0.0	1.0	1.0	2.0	4.0	0.0	1.0	2.0	2.0	3.0	4.0	2.0	2.0	3.0	0.0	
NM_018211	0.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	4.0	4.0	1.0	0.0	5.0	0.0	5.0	1.0	3.0	3.0	0.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	6.0	1.0	3.0	2.0	1.0	5.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	
NM_018210	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0	1.0	1.0	
NR_015369	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
NR_015366	257.0	42.0	204.0	400.0	123.0	840.0	351.0	281.0	61.0	164.0	202.0	332.0	563.0	803.0	68.0	141.0	311.0	272.0	282.0	265.0	84.0	300.0	117.0	262.0	266.0	256.0	344.0	217.0	121.0	282.0	367.0	241.0	315.0	456.0	369.0	355.0	400.0	214.0	246.0	75.0	
NM_001172705	4.0	7.0	10.0	5.0	2.0	2.0	6.0	8.0	4.0	2.0	8.0	4.0	4.0	2.0	3.0	10.0	6.0	16.0	5.0	6.0	7.0	15.0	1.0	25.0	7.0	14.0	9.0	7.0	3.0	6.0	1.0	3.0	4.0	7.0	5.0	15.0	7.0	24.0	14.0	1.0	
ENST00000334696.6	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
NR_015367	4.0	3.0	6.0	5.0	2.0	1.0	2.0	1.0	0.0	3.0	3.0	1.0	2.0	3.0	5.0	1.0	6.0	4.0	5.0	4.0	4.0	2.0	0.0	7.0	3.0	0.0	4.0	5.0	0.0	0.0	1.0	2.0	7.0	3.0	7.0	2.0	7.0	7.0	6.0	4.0	
NM_001244888	2.0	5.0	9.0	2.0	10.0	1.0	8.0	0.0	8.0	3.0	3.0	1.0	5.0	4.0	3.0	4.0	2.0	6.0	4.0	3.0	3.0	2.0	7.0	7.0	3.0	11.0	9.0	5.0	6.0	3.0	5.0	7.0	4.0	4.0	2.0	3.0	5.0	14.0	5.0	2.0	
NM_018215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_018214	1.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	
NM_006226	4.0	2.0	1.0	2.0	5.0	0.0	1.0	0.0	2.0	1.0	2.0	1.0	0.0	2.0	0.0	1.0	4.0	3.0	0.0	0.0	1.0	5.0	2.0	7.0	2.0	1.0	1.0	3.0	0.0	1.0	1.0	1.0	2.0	5.0	2.0	3.0	2.0	4.0	6.0	0.0	
NR_015360	0.0	2.0	4.0	4.0	4.0	4.0	6.0	1.0	1.0	7.0	2.0	2.0	2.0	7.0	4.0	3.0	4.0	5.0	1.0	3.0	4.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	6.0	9.0	1.0	6.0	9.0	1.0	5.0	
ENST00000397748.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
NM_006227	4.0	6.0	11.0	8.0	10.0	5.0	8.0	2.0	1.0	4.0	3.0	7.0	6.0	4.0	3.0	3.0	2.0	4.0	2.0	8.0	4.0	4.0	3.0	6.0	15.0	12.0	14.0	4.0	3.0	12.0	11.0	9.0	7.0	11.0	9.0	4.0	9.0	7.0	3.0	3.0	
NM_006231	1.0	2.0	1.0	6.0	1.0	1.0	2.0	1.0	1.0	1.0	4.0	8.0	4.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	5.0	8.0	1.0	2.0	1.0	8.0	7.0	1.0	2.0	2.0	5.0	2.0	1.0	2.0	6.0	4.0	
NM_006235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
NM_006233	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	3.0	2.0	0.0	
NM_032531	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	
NM_006234	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	
NM_018206	4.0	9.0	7.0	5.0	3.0	1.0	4.0	2.0	2.0	3.0	1.0	4.0	5.0	7.0	3.0	7.0	14.0	9.0	1.0	5.0	4.0	13.0	6.0	22.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0	5.0	5.0	6.0	4.0	7.0	3.0	18.0	13.0	1.0	
NM_031206	0.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	5.0	2.0	1.0	
NM_032538	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_018208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_001172713	4.0	5.0	4.0	4.0	1.0	1.0	7.0	3.0	3.0	1.0	2.0	1.0	1.0	1.0	0.0	3.0	5.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0	1.0	3.0	1.0	3.0	6.0	3.0	2.0	3.0	1.0	4.0	5.0	6.0	3.0	1.0	4.0	1.0	
NM_018207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
ENST00000343137.4	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	
ENST00000340748.4	1.0	1.0	3.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	3.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	3.0	2.0	0.0	1.0	4.0	2.0	3.0	
ENST00000251157.5	2.0	3.0	10.0	5.0	7.0	4.0	6.0	2.0	4.0	4.0	4.0	5.0	2.0	10.0	1.0	1.0	2.0	5.0	3.0	1.0	1.0	1.0	2.0	11.0	6.0	10.0	1.0	2.0	4.0	1.0	1.0	8.0	5.0	8.0	7.0	2.0	1.0	1.0	1.0	3.0	
NM_031209	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	2.0	2.0	0.0	
NM_018242	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	
ENST00000443314.1	2.0	2.0	5.0	2.0	3.0	0.0	6.0	1.0	3.0	4.0	6.0	1.0	3.0	3.0	1.0	1.0	3.0	4.0	7.0	1.0	3.0	2.0	3.0	8.0	3.0	3.0	7.0	1.0	3.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	6.0	8.0	6.0	2.0	
NM_018244	0.0	0.0	3.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	0.0	0.0	3.0	1.0	3.0	1.0	1.0	2.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	1.0	3.0	1.0	4.0	1.0	0.0	
NM_018243	2.0	2.0	7.0	1.0	6.0	1.0	2.0	1.0	4.0	2.0	2.0	2.0	1.0	1.0	7.0	1.0	2.0	2.0	3.0	1.0	3.0	1.0	2.0	2.0	2.0	7.0	5.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	6.0	5.0	6.0	5.0	1.0	
NR_015377	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	
NM_018246	0.0	1.0	3.0	0.0	1.0	1.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	5.0	0.0	1.0	
NM_018248	1.0	2.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	4.0	0.0	3.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	4.0	1.0	3.0	4.0	1.0	2.0	
NM_018247	5.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	3.0	2.0	1.0	1.0	3.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	6.0	10.0	4.0	3.0	6.0	3.0	1.0	1.0	3.0	1.0	3.0	2.0	2.0	2.0	6.0	2.0	0.0	
NM_001244898	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	0.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	4.0	1.0	1.0	2.0	1.0	2.0	0.0	
NM_001099678	1.0	1.0	1.0	1.0	2.0	2.0	1.0	5.0	1.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	6.0	1.0	4.0	0.0	1.0	1.0	1.0	4.0	1.0	1.0	7.0	3.0	1.0	1.0	1.0	
ENST00000400033.1	0.0	1.0	2.0	0.0	2.0	3.0	3.0	2.0	1.0	0.0	6.0	0.0	1.0	2.0	0.0	2.0	0.0	7.0	2.0	1.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	4.0	3.0	3.0	1.0	4.0	4.0	1.0	2.0	
TCONS_l2_00028290	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	
TCONS_l2_00028291	0.0	1.0	1.0	3.0	3.0	1.0	6.0	2.0	4.0	8.0	5.0	0.0	1.0	4.0	1.0	3.0	5.0	1.0	5.0	1.0	6.0	1.0	2.0	6.0	0.0	1.0	4.0	1.0	1.0	1.0	0.0	1.0	11.0	5.0	5.0	1.0	6.0	18.0	14.0	9.0	
NM_020529	1.0	2.0	1.0	2.0	3.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	2.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	1.0	2.0	3.0	2.0	
NM_020524	0.0	1.0	2.0	1.0	2.0	0.0	1.0	4.0	1.0	3.0	2.0	1.0	2.0	3.0	1.0	3.0	4.0	7.0	2.0	1.0	1.0	8.0	3.0	12.0	4.0	13.0	4.0	7.0	1.0	1.0	2.0	4.0	0.0	2.0	1.0	2.0	4.0	15.0	6.0	1.0	
ENST00000557103.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	
NM_018240	0.0	3.0	1.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	1.0	4.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0	5.0	5.0	0.0	
NM_001184700	1.0	1.0	0.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	4.0	3.0	0.0	1.0	0.0	1.0	5.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	4.0	4.0	5.0	4.0	1.0	
TCONS_l2_00028293	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_001206572	3.0	1.0	3.0	11.0	3.0	19.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	24.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	
NM_006265	3.0	3.0	2.0	2.0	2.0	1.0	2.0	1.0	3.0	1.0	3.0	3.0	9.0	3.0	1.0	3.0	3.0	1.0	3.0	1.0	2.0	4.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	6.0	1.0	2.0	6.0	1.0	1.0	9.0	5.0	2.0	
NM_032501	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	2.0	1.0	2.0	4.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	
NM_006268	0.0	2.0	7.0	5.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	7.0	2.0	3.0	1.0	1.0	1.0	9.0	2.0	2.0	1.0	5.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	22.0	2.0	1.0	
ENST00000547739.1	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	2.0	0.0	4.0	4.0	5.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	4.0	2.0	4.0	1.0	3.0	4.0	1.0	
NM_006267	2.0	1.0	1.0	171.0	62.0	19.0	89.0	1.0	1.0	21.0	38.0	40.0	1.0	67.0	241.0	22.0	3.0	1.0	3.0	2.0	28.0	2.0	13.0	3.0	36.0	112.0	73.0	2.0	15.0	140.0	19.0	20.0	32.0	1.0	49.0	3.0	2.0	3.0	4.0	17.0	
NM_018239	1.0	6.0	8.0	3.0	3.0	2.0	6.0	2.0	8.0	4.0	6.0	2.0	2.0	6.0	2.0	6.0	1.0	3.0	2.0	5.0	3.0	8.0	2.0	16.0	9.0	4.0	9.0	6.0	0.0	1.0	3.0	3.0	3.0	8.0	2.0	3.0	9.0	18.0	13.0	2.0	
NM_032505	0.0	1.0	3.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	2.0	2.0	2.0	0.0	
